ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
3.22358 17.16 0 3.03883 
4.47311 17.1429 0 3.01078 
5.78859 17.0518 2.70347 3.04041 
7.03797 17.1162 7.58468 2.9989 
8.27182 16.989 6.05392 2.98225 
9.60809 16.8532 12.9882 3.03983 
10.9148 16.8473 5.01446 3.05516 
12.061 16.8274 5.13474 2.98328 
13.293 16.7417 2.61655 2.9783 
14.6382 16.7077 2.69312 3.01403 
15.7649 16.5386 7.73558 3.0165 
16.9024 16.4374 2.60702 3.01209 
18.1152 16.2917 18.351 3.05847 
19.0871 16.243 18.351 3.04243 
1.85321 18.3891 2.26522 3.01355 
3.21809 18.3354 0 3.06301 
4.44493 18.3752 0 3.00845 
5.69496 18.3244 0 2.99182 
7.08493 18.165 7.58468 3.08529 
8.2897 18.1506 0 3.04215 
9.58282 18.1969 0 3.02245 
10.8194 18.0558 0 3.03902 
12.0362 17.9676 2.65392 3.03145 
13.2476 18.0142 0 2.96995 
14.5095 17.8875 0 3.01179 
15.6948 17.7766 2.75333 3.02114 
16.8251 17.6499 7.56558 3.03632 
17.9137 17.6154 9.61588 3.00949 
19.0031 17.6074 4.80364 2.98701 
ITEM: TIMESTEP
7500
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
1.99539 1.28942 3.33704 3.13407 
3.28481 1.25304 0 3.12109 
4.58241 1.29275 5.0003 3.12509 
5.71673 1.32425 2.83728 3.0571 
7.08107 1.35991 5.53887 3.09065 
8.34506 1.45378 0 3.1059 
9.65194 1.53683 2.67976 3.13504 
10.8647 1.62452 2.18719 3.12745 
12.1462 1.63225 0 3.12489 
13.4209 1.76554 2.67319 3.16534 
14.6076 1.8297 5.8739 3.14721 
15.7436 1.92185 6.69242 3.13889 
16.8479 1.88557 4.01641 3.07106 
18.0498 2.00558 19.8662 3.097 
19.0138 2.07042 19.8662 3.10725 
2.03504 2.40951 3.33704 3.11936 
3.20468 2.44588 0 3.05151 
4.61259 2.45045 4.69859 3.10743 
5.75558 2.50802 2.53556 3.04264 
7.14723 2.43495 5.53887 3.07503 
8.47803 2.63955 0 3.13633 
9.71204 2.67492 2.67976 3.11404 
11.0152 2.77183 7.57609 3.14045 
12.1633 2.80664 5.60412 3.08232 
13.5046 2.90236 5.46489 3.13586 
14.6396 2.95371 9.067 3.08815 
15.7398 3.20126 6.90997 3.12072 
16.9409 3.21067 2.62387 3.1015 
18.0543 3.46253 19.5614 3.16926 
19.107 3.42419 7.28407 3.13725 
2.04025 3.59713 0 3.10266 
3.35843 3.63618 0 3.11561 
4.59999 3.62862 0 3.08187 
5.96034 3.73316 0 3.13315 
7.1262 3.67061 0 3.04821 
8.48864 3.84105 17.817 3.10096 
9.79345 3.84912 2.2893 3.12147 
11.0457 3.90218 2.97225 3.11143 
12.305 3.92241 3.18746 3.09641 
13.4575 4.08739 0 3.07356 
14.7499 4.15005 2.6558 3.09121 
15.8803 4.30118 6.48836 3.08914 
17.143 4.44945 25.6577 3.10989 
18.086 4.49102 44.3315 3.08613 
19.1094 4.64409 9.02028 3.09421 
2.11315 4.82448 0 3.13418 
3.33115 4.83365 0 3.08666 
4.7332 4.84496 2.11324 3.145 
5.88991 4.93339 2.11324 3.07709 
7.2566 4.96335 0 3.11888 
8.5647 4.81377 17.817 3.11118 
9.83726 5.00151 2.2893 3.11496 
11.1063 5.08753 5.0053 3.11163 
12.3616 5.18331 2.74125 3.11207 
13.612 5.2446 3.61444 3.1021 
15.0263 5.30647 5.49976 3.173 
16.1386 5.44795 14.3368 3.12501 
17.2255 5.61007 15.6391 3.09767 
18.3413 5.82217 27.627 3.12086 
19.2961 5.89815 21.8803 3.09689 
2.09503 6.13268 4.31199 3.12315 
3.439 5.99898 0 3.13562 
4.69094 6.06956 0 3.11405 
5.89898 6.09623 3.37422 3.06329 
7.26294 6.16072 0 3.10746 
8.55728 6.07678 0 3.09491 
9.93097 6.24221 8.48585 3.15404 
11.1953 6.1697 5.0053 3.12895 
12.4967 6.31298 5.03097 3.1497 
13.6939 6.35549 16.1287 3.0937 
15.0193 6.46394 11.509 3.13351 
16.1961 6.50676 12.0775 3.08737 
17.3541 6.64171 16.4383 3.05815 
18.5599 6.9325 139.833 2.94176 
19.3725 7.13335 185.605 3.11571 
2.08119 7.23128 8.07838 3.10323 
3.32931 7.27108 2.14868 3.07208 
4.70731 7.24392 0 3.11555 
6.02081 7.20942 3.37422 3.12233 
7.32313 7.33428 3.37753 3.12894 
8.64717 7.36584 6.29277 3.14446 
9.85373 7.27948 8.48585 3.08699 
11.1478 7.34908 7.81803 3.08653 
12.5634 7.46425 5.5722 3.16302 
13.8363 7.3518 14.9757 3.14351 
15.0552 7.49524 34.0197 3.10035 
16.3606 7.57408 38.1614 3.10771 
17.6676 7.63998 50.821 3.1292 
18.8384 7.77734 372.861 2.97299 
19.6583 8.1005 329.64 1.61028 
2.05948 8.34143 3.76639 3.08977 
3.36887 8.42907 2.14868 3.09182 
4.6249 8.41335 0 3.06656 
6.05679 8.53722 2.80749 3.14258 
7.30326 8.45385 3.37753 3.11154 
8.59214 8.43046 6.29277 3.10468 
10.0042 8.46218 3.55526 3.16164 
11.1175 8.39589 11.3733 3.06981 
12.5723 8.58643 5.46843 3.15141 
13.7257 8.49344 4.64744 3.06798 
15.129 8.43958 24.6887 3.12917 
16.4936 8.48681 32.803 3.16999 
17.6676 8.54449 40.211 3.09235 
19.021 8.52437 379.568 3.09668 
20.3061 8.65695 79.7709 3.74084 
2.15322 9.73754 0 3.14254 
3.4249 9.87907 2.59622 3.12497 
4.65686 9.67608 0 3.08522 
6.07588 9.67272 2.80749 3.15362 
7.3461 9.65219 0 3.13669 
8.57122 9.80436 0 3.09334 
9.95354 9.82456 0 3.14076 
11.1457 9.79938 0 3.07866 
12.4616 9.81228 0 3.08788 
13.7348 9.73523 0 3.07228 
15.0683 9.78037 0 3.09157 
16.3358 9.80851 2.09256 3.07305 
17.5723 9.8271 0 3.03669 
19.0162 9.84704 2.29612 3.1195 
20.2135 9.69455 8.33241 3.05975 
2.14254 11.0481 0 3.13649 
3.37286 11.0203 2.59622 3.09398 
4.73731 11.0035 0 3.13125 
6.09226 11.0889 0 3.16278 
7.28308 11.0281 0 3.10002 
8.54363 10.9741 0 3.07764 
9.9082 11.0162 0 3.11448 
11.1746 11.1265 2.41187 3.0954 
12.5609 11.0104 0 3.14474 
13.7955 11.1072 4.1454 3.10718 
15.0576 11.0079 0 3.08545 
16.4372 10.965 2.09256 3.13145 
17.6577 11.0027 19.7736 3.08313 
19.0203 11 85.5279 3.13195 
20.3303 10.9405 288.932 3.54465 
2.09573 12.3603 0 3.10918 
3.35873 12.2765 0 3.0871 
4.55 12.2908 4.08387 3.02412 
5.88802 12.2467 0 3.04751 
7.27409 12.2321 0 3.09744 
8.62216 12.2407 3.85933 3.12555 
9.89682 12.1913 2.9259 3.11258 
11.1693 12.2752 7.86542 3.0936 
12.4473 12.2369 4.86134 3.0824 
13.8051 12.2092 10.3289 3.11679 
15.1267 12.1788 16.9534 3.13569 
16.2892 12.1605 19.9294 3.05865 
17.7632 11.9635 32.0609 3.17473 
18.9071 11.8388 408.856 3.01334 
19.9429 11.5587 390.383 2.37179 
2.10999 13.5551 3.73529 3.11974 
3.40579 13.5143 0 3.11643 
4.64716 13.3899 4.08387 3.09169 
5.93848 13.4798 5.0622 3.08198 
7.27082 13.4275 0 3.10289 
8.51262 13.3435 3.85933 3.07662 
9.89122 13.3234 2.9259 3.12463 
11.1371 13.3532 9.03657 3.09067 
12.4747 13.3249 7.07476 3.11502 
13.8034 13.2768 11.5034 3.1384 
15.0432 13.1552 25.1057 3.12045 
16.2404 13.1252 52.7871 3.08747 
17.4184 12.9304 21.3219 3.06412 
18.6975 12.6658 117.438 3.00134 
19.5105 12.2711 381.615 3.01697 
2.08752 14.6659 3.73529 3.11992 
3.39705 14.7455 5.99351 3.11705 
4.71715 14.6631 2.44291 3.13243 
5.8603 14.5618 7.50511 3.06072 
7.23056 14.6393 4.22576 3.09106 
8.59479 14.5974 0 3.13088 
9.90414 14.5122 0 3.14912 
11.1145 14.4676 3.58303 3.10676 
12.3982 14.4784 6.9868 3.0996 
13.7721 14.3569 5.3199 3.15862 
14.9771 14.1967 8.15224 3.14725 
16.2137 14.047 35.4082 3.13694 
17.3529 13.9429 25.8953 3.12843 
18.4166 13.7697 41.9836 3.09985 
19.3356 13.6353 32.5764 3.09103 
2.07993 15.9373 0 3.11991 
3.44136 15.8148 5.99351 3.16643 
4.64354 15.8691 0 3.1066 
5.83998 15.8728 3.12899 3.04955 
7.22679 15.7398 4.22576 3.11777 
8.55798 15.8783 9.17045 3.11565 
9.71358 15.7934 17.5731 3.05891 
10.9996 15.6397 3.01094 3.07659 
12.3214 15.5656 4.77339 3.10255 
13.5621 15.5287 3.0492 3.08894 
14.8879 15.4459 0 3.12284 
16.1231 15.3126 8.99496 3.12746 
17.1377 14.9848 18.5269 3.1582 
18.2048 14.871 42.4735 3.13147 
19.1256 14.8799 33.3649 3.08873 
2.13979 17.1994 2.53536 3.15675 
3.37013 17.1118 0 3.1303 
4.61723 17.0918 0 3.10491 
5.93223 16.9953 3.12899 3.13123 
7.17846 17.0571 8.84199 3.09601 
8.40882 16.9242 9.42901 3.0773 
9.74443 16.7811 15.4256 3.12694 
11.0482 16.7683 5.73219 3.14295 
12.1862 16.7418 5.80084 3.08233 
13.4111 16.6471 3.0492 3.07429 
14.7499 16.6031 3.08048 3.10637 
15.8628 16.4208 8.95319 3.1088 
16.9827 16.3071 3.15333 3.10714 
18.1727 16.1477 24.9315 3.14164 
19.1174 16.0915 24.9315 3.13721 
1.99629 18.3348 2.53536 3.10677 
3.36205 18.2768 0 3.15219 
4.58533 18.3148 0 3.1028 
5.83244 18.2594 0 3.08777 
7.22364 18.0927 8.84199 3.17008 
8.42325 18.0731 2.4061 3.13273 
9.71304 18.1156 0 3.11545 
10.9445 17.9655 0 3.13047 
12.1544 17.8691 3.07959 3.12246 
13.3568 17.9099 0 3.06798 
14.6098 17.772 0 3.10583 
15.7817 17.6501 3.31985 3.1131 
16.8944 17.5122 9.48553 3.12736 
17.9614 17.4701 12.5423 3.10379 
19.0262 17.4574 6.37657 3.08393 
ITEM: TIMESTEP
8000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
2.14181 1.35083 3.7717 3.21552 
3.42955 1.31685 0 3.20473 
4.72546 1.36059 5.47451 3.20613 
5.85429 1.39607 3.01979 3.14838 
7.21795 1.43615 6.34922 3.17515 
8.47865 1.53712 0 3.19096 
9.78263 1.62707 3.0712 3.21627 
10.9894 1.72237 2.47721 3.20942 
12.2649 1.737 0 3.20817 
13.5326 1.88045 3.03765 3.24346 
14.7078 1.9536 6.77689 3.2255 
15.8292 2.05588 8.10588 3.22047 
16.9153 2.02606 4.96768 3.1606 
18.0956 2.15564 25.3107 3.17717 
19.038 2.22616 25.3107 3.19576 
2.1848 2.46023 3.7717 3.20395 
3.34997 2.49949 0 3.14176 
4.75948 2.50731 5.13451 3.19142 
5.89748 2.56909 2.67979 3.1352 
7.2895 2.49901 6.34922 3.16477 
8.61951 2.71191 0 3.21852 
9.84922 2.75304 3.0712 3.19929 
11.1492 2.85761 8.60612 3.22075 
12.2892 2.89924 6.3242 3.16945 
13.6254 3.00552 6.22193 3.21788 
14.7486 3.06618 10.2872 3.17612 
15.8352 3.32741 7.80989 3.20355 
17.0187 3.34731 3.25101 3.1858 
18.1099 3.61287 23.9124 3.24108 
19.1349 3.58068 10.0475 3.21998 
2.19224 3.63766 0 3.18805 
3.5102 3.67982 0 3.19977 
4.74942 3.67451 0 3.16924 
6.11063 3.78431 0 3.21565 
7.2716 3.72349 0 3.13878 
8.63446 3.89943 20.5981 3.18051 
9.93756 3.91435 2.70071 3.20441 
11.1861 3.97408 3.4838 3.19694 
12.4408 4.00124 5.84369 3.18327 
13.5856 4.1764 4.46879 3.16162 
14.8707 4.24991 3.00634 3.17626 
15.9884 4.41468 7.35205 3.17915 
17.2329 4.57853 35.3935 3.18064 
18.1532 4.63269 56.5122 3.18533 
19.1434 4.79733 12.8968 3.18283 
2.26886 4.85571 0 3.21658 
3.48416 4.86673 2.13277 3.17356 
4.88848 4.88042 2.21181 3.22512 
6.04096 4.97282 4.59384 3.16586 
7.40875 5.00623 0 3.20273 
8.7159 4.85903 20.5981 3.2006 
9.98677 5.05229 2.70071 3.19972 
11.2535 5.14408 6.07078 3.19465 
12.5057 5.24761 3.34865 3.19561 
13.7515 5.31705 6.90182 3.18659 
15.1631 5.39055 6.58245 3.24889 
16.2636 5.545 17.5532 3.20427 
17.334 5.72352 21.9265 3.17987 
18.4234 5.95704 40.4509 3.1922 
19.3404 6.04888 33.0916 3.18669 
2.25164 6.15555 4.96981 3.20619 
3.59639 6.02059 2.13277 3.21787 
4.84687 6.09405 0 3.19836 
6.05215 6.12257 6.31082 3.152 
7.41761 6.1906 0 3.19239 
8.71121 6.10731 0 3.18102 
10.0866 6.27799 10.359 3.23361 
11.349 6.20895 8.16236 3.21299 
12.6495 6.35882 6.25404 3.23082 
13.8422 6.40644 20.598 3.17648 
15.1659 6.5248 15.8763 3.21343 
16.3346 6.5797 18.7393 3.17383 
17.4807 6.73142 24.1332 3.14763 
18.6573 7.04278 177.971 2.93875 
19.446 7.2726 363.252 3.1726 
2.23816 7.2419 9.31498 3.18862 
3.4847 7.28305 2.46968 3.16024 
4.86476 7.25611 2.11779 3.19972 
6.17856 7.22205 3.92878 3.20625 
7.4809 7.34995 4.01443 3.21165 
8.80553 7.38297 7.5965 3.22562 
10.0092 7.29791 10.359 3.17415 
11.3031 7.36903 11.8796 3.17289 
12.7217 7.48924 7.09569 3.24257 
13.9931 7.37986 19.3422 3.22798 
15.2091 7.52685 46.9257 3.18178 
16.5132 7.61252 55.1503 3.18265 
17.8173 7.69154 87.5209 3.20069 
18.9661 7.84851 764.396 2.83965 
19.6647 8.17832 1219.33 1.44964 
2.21616 8.33971 4.34517 3.17625 
3.52566 8.42901 2.46968 3.1783 
4.78048 8.41296 2.11779 3.15538 
6.21598 8.53932 2.93843 3.22409 
7.46099 8.45463 4.01443 3.19606 
8.74953 8.43121 7.5965 3.18968 
10.1642 8.46299 3.73419 3.23921 
11.2733 8.39637 13.5222 3.1604 
12.7318 8.59035 6.47121 3.23083 
13.8814 8.49495 5.62273 3.15783 
15.2876 8.44296 33.9033 3.21423 
16.6542 8.49132 47.4107 3.25425 
17.8244 8.55016 67.7178 3.18017 
19.171 8.54891 1282.53 2.91166 
20.4844 8.71642 33.0736 3.77157 
2.31242 9.7372 0 3.22414 
3.58323 9.88237 2.71356 3.20821 
4.81332 9.67406 0 3.17225 
6.23559 9.6709 2.93843 3.23415 
7.505 9.64952 0 3.2188 
8.72807 9.80585 0 3.17961 
10.1126 9.8266 0 3.2225 
11.3019 9.80073 0 3.16633 
12.6182 9.81398 0 3.17466 
13.8907 9.73483 0 3.16057 
15.2251 9.7812 0 3.17802 
16.4917 9.81009 2.18271 3.16115 
17.7265 9.8292 0 3.12833 
19.1743 9.84961 2.59067 3.20322 
20.3687 9.69347 16.2184 3.14832 
2.30145 11.0481 0 3.21867 
3.52975 11.0197 2.71356 3.18012 
4.89596 11.0023 0 3.21392 
6.25242 11.09 0 3.24245 
7.44026 11.0276 0 3.18567 
8.69972 10.9721 0 3.16539 
10.0661 11.0153 0 3.19875 
11.3315 11.1285 2.85942 3.18145 
12.7202 11.0093 0 3.22613 
13.953 11.1084 5.14311 3.19209 
15.2141 11.0067 2.32703 3.17245 
16.5958 10.9627 2.18271 3.21414 
17.814 10.9997 28.1071 3.16875 
19.1791 10.9922 149.566 3.22654 
20.5076 10.897 221.436 3.74894 
2.25325 12.355 0 3.19392 
3.51511 12.269 0 3.17398 
4.70336 12.2828 4.74905 3.11689 
6.04243 12.2376 0 3.13816 
7.43082 12.2221 0 3.18333 
8.78018 12.2297 4.61367 3.20922 
10.0541 12.1786 3.57086 3.19718 
11.3257 12.2626 9.67716 3.18016 
12.6029 12.222 6.23414 3.16997 
13.9622 12.1919 13.4131 3.20107 
15.2841 12.1564 27.5841 3.22059 
16.4421 12.1332 31.838 3.15286 
17.9203 11.9295 49.9224 3.25332 
19.0428 11.779 850.025 2.88886 
20.0456 11.4921 380.141 2.76724 
2.26727 13.5388 4.27488 3.2038 
3.56273 13.4965 0 3.20051 
4.80249 13.3687 4.74905 3.17797 
6.09332 13.4582 5.90795 3.17008 
7.42633 13.4037 0 3.18827 
8.66632 13.3166 4.61367 3.16375 
10.0467 13.2935 3.57086 3.20753 
11.2905 13.3211 11.2435 3.17686 
12.6284 13.2885 9.00586 3.19895 
13.9566 13.2342 15.1368 3.22028 
15.1931 13.1051 33.9639 3.2009 
16.384 13.0625 73.0139 3.17865 
17.5531 12.853 30.258 3.15201 
18.8117 12.568 163.997 3.00667 
19.5938 12.1477 788.742 2.91486 
2.24313 14.6379 4.27488 3.20319 
3.55241 14.7167 6.90645 3.20164 
4.87263 14.6314 2.55556 3.21353 
6.01157 14.5266 8.46351 3.1505 
7.3829 14.6023 4.9577 3.17825 
8.74818 14.5569 0 3.21359 
10.057 14.4665 0 3.2301 
11.2637 14.4172 4.4258 3.19093 
12.545 14.4222 8.56329 3.18607 
13.9183 14.292 6.86676 3.23699 
15.1172 14.1209 10.8672 3.22506 
16.3459 13.9596 46.3208 3.2011 
17.4695 13.8357 33.5566 3.2063 
18.5058 13.6408 60.1693 3.16896 
19.3856 13.4866 50.9223 3.18294 
2.2337 15.9004 0 3.20366 
3.59633 15.7737 6.90645 3.24487 
4.79513 15.8265 0 3.19163 
5.98798 15.8275 3.61912 3.14044 
7.3764 15.689 4.9577 3.2008 
8.70681 15.8254 10.3706 3.20074 
9.85704 15.7338 20.3595 3.15384 
11.141 15.5735 3.58306 3.16523 
12.4604 15.4921 5.79157 3.1862 
13.6953 15.4462 3.54755 3.17692 
15.0154 15.3521 2.29564 3.20673 
16.239 15.2046 10.1101 3.2079 
17.2367 14.8592 22.5606 3.23468 
18.2753 14.7292 58.9639 3.20097 
19.1653 14.7281 47.4197 3.18264 
2.29307 17.1539 2.83095 3.23758 
3.52077 17.0621 2.25317 3.21328 
4.76552 17.039 0 3.19009 
6.07994 16.9374 3.61912 3.21332 
7.32304 16.9958 10.2272 3.18424 
8.55 16.8578 10.8981 3.16304 
9.88472 16.7078 18.0877 3.20494 
11.1851 16.6873 6.55444 3.22208 
12.3154 16.6537 6.5405 3.17228 
13.533 16.5498 3.54755 3.16092 
14.8645 16.4951 5.81116 3.18913 
15.9636 16.2998 10.3578 3.19207 
17.0655 16.1731 3.81781 3.19341 
18.2307 15.9997 33.4274 3.21433 
19.1492 15.9356 33.4274 3.22465 
2.14354 18.279 2.83095 3.19103 
3.50993 18.2167 2.25317 3.23261 
4.72978 18.2525 0 3.18817 
5.974 18.1925 0 3.17458 
7.36608 18.0188 10.2272 3.24641 
8.56064 17.9936 2.79943 3.2145 
9.84687 18.0318 0 3.1996 
11.0731 17.8727 0 3.21322 
12.2762 17.768 3.56912 3.20462 
13.4692 17.8023 0 3.15668 
14.713 17.653 0 3.19093 
15.8709 17.5201 4.0102 3.19601 
16.9658 17.3707 11.9383 3.20944 
18.0106 17.3207 16.4389 3.1891 
19.0503 17.3028 8.51078 3.17186 
ITEM: TIMESTEP
8500
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
2.29196 1.41334 4.24783 3.28911 
3.57798 1.38215 0 3.28041 
4.87203 1.42996 5.97754 3.27924 
5.99585 1.4696 3.19561 3.23109 
7.35845 1.51414 7.23337 3.25128 
8.61582 1.62237 0 3.26793 
9.91667 1.71925 3.51391 3.28961 
11.1174 1.82228 2.80339 3.28346 
12.3867 1.84429 2.3688 3.28281 
13.647 1.99795 3.44305 3.31394 
14.8103 2.08038 7.80775 3.29585 
15.9169 2.19314 9.83736 3.29411 
16.9846 2.17035 6.15588 3.24192 
18.1416 2.30958 31.7403 3.248 
19.0637 2.38596 31.7403 3.27712 
2.33834 2.51235 4.24783 3.28059 
3.49935 2.55446 0 3.22344 
4.91002 2.56578 7.8144 3.26726 
6.0435 2.63173 2.8165 3.21904 
7.43545 2.56531 7.23337 3.24629 
8.76448 2.78602 0 3.2929 
9.98992 2.83318 5.83693 3.27611 
11.2864 2.94542 9.77194 3.2932 
12.4187 2.99413 9.49178 3.2488 
13.7491 3.11137 9.27034 3.29188 
14.8605 3.18173 11.6406 3.25592 
15.9335 3.45626 8.79164 3.27845 
17.0985 3.48739 4.04889 3.26174 
18.1668 3.76634 29.4786 3.3049 
19.1637 3.74102 13.9114 3.29516 
2.34813 3.67935 0 3.26532 
3.6658 3.72464 0 3.27593 
4.90277 3.72177 2.21598 3.24843 
6.26463 3.83671 2.16927 3.28974 
7.42099 3.77802 2.16927 3.22128 
8.78399 3.95867 23.4177 3.25146 
10.0853 3.98119 5.51351 3.27973 
11.3301 4.04794 6.29151 3.27434 
12.5801 4.08241 6.55691 3.26126 
13.7172 4.26753 7.26596 3.2417 
14.9946 4.35239 3.38969 3.25299 
16.0997 4.53109 10.6456 3.26027 
17.3241 4.71073 44.4306 3.23995 
18.223 4.77842 71.7394 3.27711 
19.1788 4.9546 18.6074 3.26439 
2.42838 4.8878 0 3.29114 
3.64119 4.90071 2.42611 3.2518 
5.04744 4.91694 2.30225 3.29754 
6.19615 5.0131 5.08179 3.24615 
7.56476 5.05013 0 3.27861 
8.87089 4.90654 23.4177 3.28252 
10.1401 5.10451 3.19049 3.27652 
11.4045 5.20187 9.55909 3.26952 
12.6534 5.31326 4.10247 3.27095 
13.8948 5.39115 8.63772 3.26312 
15.3028 5.47682 7.95412 3.31702 
16.3916 5.64433 23.9076 3.27532 
17.4454 5.83961 27.2248 3.25297 
18.5065 6.09503 61.5134 3.24946 
19.3859 6.20377 52.25 3.26989 
2.41221 6.17858 5.7144 3.28127 
3.75763 6.04302 2.42611 3.29259 
5.00677 6.11917 2.38528 3.27447 
6.20949 6.14955 7.35139 3.23224 
7.57628 6.22105 2.4712 3.26893 
8.86912 6.13889 0 3.25893 
10.2461 6.31419 12.5794 3.30542 
11.5064 6.24951 10.0031 3.28905 
12.8061 6.40564 7.81924 3.30425 
13.9943 6.45825 26.2133 3.25024 
15.3161 6.58671 22.1504 3.2845 
16.4768 6.65457 25.397 3.25086 
17.6109 6.82355 34.2306 3.22833 
18.7535 7.15294 226.802 2.90764 
19.5284 7.40737 682.348 3.12349 
2.39918 7.25287 10.7201 3.26588 
3.64427 7.2952 2.83916 3.23998 
5.02619 7.26869 4.83853 3.27598 
6.34025 7.23535 4.57185 3.2823 
7.64262 7.36577 7.24378 3.28665 
8.96778 7.4001 9.13943 3.29904 
10.1688 7.31719 14.7545 3.25304 
11.4624 7.38923 14.8692 3.25101 
12.8837 7.51443 9.09089 3.31456 
14.1538 7.40919 24.9259 3.30549 
15.3669 7.55842 64.2159 3.25381 
16.6694 7.65043 78.189 3.24552 
17.9705 7.74254 145.949 3.25295 
19.0801 7.91769 1283.25 2.46194 
19.7164 8.24549 2037.62 2.36093 
2.37696 8.33846 5.00567 3.25451 
3.68656 8.42911 2.83916 3.25655 
4.94029 8.41274 2.45325 3.23566 
6.37905 8.54114 3.05584 3.29786 
7.62273 8.45552 4.77258 3.27254 
8.91097 8.43226 9.13943 3.26654 
10.328 8.46381 6.07032 3.3093 
11.4334 8.39734 16.1126 3.24246 
12.8951 8.59404 7.7409 3.30267 
14.0413 8.49642 6.97102 3.23911 
15.4502 8.44752 45.8491 3.29247 
16.8188 8.49726 66.7584 3.33395 
17.9852 8.55805 110.12 3.26227 
19.2716 8.60471 1974.62 2.11127 
20.6654 8.77007 34.0867 3.78101 
2.4755 9.73689 0 3.29798 
3.74553 9.88527 2.81889 3.28355 
4.97392 9.67223 0 3.25101 
6.39915 9.66933 3.05584 3.30704 
7.66781 9.6471 0 3.29311 
8.88903 9.80719 0 3.25767 
10.2756 9.82844 0 3.29647 
11.4622 9.80195 0 3.24566 
12.7789 9.81552 0 3.2532 
14.0507 9.73446 0 3.24046 
15.386 9.78195 0 3.25625 
16.6518 9.81146 2.26416 3.24084 
17.885 9.83111 0 3.21126 
19.3364 9.85185 3.09523 3.27898 
20.5281 9.69307 28.9974 3.22721 
2.46428 11.048 0 3.29303 
3.69074 11.0193 2.81889 3.25807 
5.05856 11.0011 0 3.28872 
6.41637 11.0909 2.17586 3.31461 
7.60151 11.027 0 3.26317 
8.86 10.9702 0 3.24479 
10.2279 11.0144 2.33798 3.27501 
11.4925 11.1302 3.40208 3.25932 
12.8833 11.0084 0 3.29978 
14.1145 11.1094 6.4045 3.26892 
15.3747 11.0056 3.0213 3.25112 
16.7584 10.9607 4.52383 3.28905 
17.9744 10.996 39.6367 3.24546 
19.3424 10.9791 280.465 3.32994 
20.6934 10.8496 202.255 3.91822 
2.4148 12.3493 0 3.2706 
3.67562 12.2613 0 3.25259 
4.86111 12.2744 5.50972 3.20081 
6.20115 12.2283 2.17586 3.22009 
7.59164 12.2119 0 3.26105 
8.94217 12.2184 5.51199 3.28503 
10.2154 12.1658 6.70713 3.27369 
11.4862 12.2493 11.9373 3.2586 
12.7627 12.2065 8.01755 3.24931 
14.1231 12.1739 17.5236 3.27749 
15.4454 12.1327 36.5119 3.29813 
16.5993 12.104 48.7119 3.2415 
18.0812 11.8954 75.7199 3.32381 
19.1579 11.7041 1297.12 2.60244 
20.1533 11.3865 372.312 3.09817 
2.42849 13.5217 4.8782 3.27992 
3.72363 13.478 0 3.27659 
4.96194 13.3472 5.50972 3.25605 
6.25229 13.4359 6.86979 3.24995 
7.58586 13.3793 0 3.26553 
8.82418 13.2894 5.51199 3.24244 
10.2062 13.2633 6.57482 3.28251 
11.4479 13.2883 14.0215 3.25472 
12.7859 13.2513 11.5162 3.27481 
14.1135 13.1905 20.0117 3.29429 
15.3467 13.0541 45.784 3.27228 
16.5314 12.9977 100.217 3.26119 
17.6916 12.7736 42.9637 3.23044 
18.9264 12.4716 216.165 2.98288 
19.6835 12.041 1106.19 2.60807 
2.40268 14.6094 4.8782 3.27846 
3.71165 14.6867 7.91553 3.2783 
5.03188 14.5989 2.65847 3.28683 
6.16711 14.4909 9.52827 3.23164 
7.53923 14.5642 5.80315 3.25729 
8.90533 14.5152 0 3.28842 
10.2135 14.4197 2.20567 3.3033 
11.4168 14.3657 7.94045 3.26733 
12.6955 14.3643 10.5185 3.2645 
14.0679 14.2256 11.0086 3.30732 
15.2608 14.0437 14.5552 3.29417 
16.4812 13.8716 59.5043 3.25299 
17.5889 13.7262 46.2597 3.27352 
18.596 13.5089 85.9076 3.22065 
19.4369 13.3337 80.6668 3.26648 
2.3913 15.8625 0 3.27944 
3.75498 15.732 7.91553 3.31571 
4.95061 15.7826 0 3.26856 
6.14007 15.7807 4.18197 3.22276 
7.52983 15.6372 5.80315 3.27574 
8.85922 15.7705 11.673 3.27814 
10.0045 15.6719 23.3067 3.24065 
11.2861 15.5055 6.72216 3.24503 
12.603 15.4169 9.21606 3.26162 
13.832 15.3614 6.23435 3.25678 
15.1458 15.2555 2.64898 3.28318 
16.3573 15.0935 11.3035 3.28035 
17.3382 14.7311 27.7357 3.30228 
18.3464 14.5842 83.1097 3.25815 
19.2077 14.5724 65.6611 3.27166 
2.44992 17.1069 3.15332 3.31082 
3.67511 17.011 2.54396 3.2886 
