ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
39.2121 11.9225 3679.02 0.532237 
39.6902 14.8202 1229.01 0.933783 
39.6906 13.4307 1930.94 0.876298 
15.3464 10.244 576.724 0.636248 
15.9335 10.8583 1609.05 0.365305 
17.2472 10.8608 3664.49 0.318936 
19.0706 10.9622 7549.98 0.542968 
23.2091 9.93726 2.32522 3.69036 
27.3925 11.2207 3.87913 4.02371 
33.9203 11.1592 4.58117 3.98369 
34.9904 10.3612 0 4.00075 
37.7344 12.4772 2292.65 1.62106 
38.0928 10.6043 1616.75 1.01554 
38.9779 12.6863 1208.54 1.04918 
39.7093 10.7886 1877.31 1.23246 
39.6824 14.1062 1777.23 0.898001 
39.7634 12.1768 2439.08 0.808975 
39.709 11.4671 2273.83 0.629247 
15.1303 11.2142 359.721 0.391063 
16.5642 11.1682 2636.89 0.248824 
17.8106 11.1553 4497.04 0.300478 
18.3947 11.2802 6163.25 0.322447 
19.7797 10.7557 1268.99 3.65882 
18.9499 11.4631 8799.57 0.438383 
23.8462 11.5055 3.70265 3.93296 
30.0173 10.605 0 3.99221 
34.6869 11.9389 4.58117 4.02574 
37.5846 10.9792 1554.28 1.1349 
37.9487 11.8438 1900.32 0.510969 
38.985 16.6753 419.001 0.920634 
39.0839 13.6994 1887.92 0.997467 
39.6566 15.5479 953.505 1.36742 
39.5868 17.8509 364.86 1.40166 
15.2654 12.0144 765.574 0.182028 
15.8358 11.5325 1755.09 0.506713 
17.166 11.4997 3191.96 0.140016 
17.7555 11.7675 4363.56 0.207416 
18.3579 11.8558 6096.46 0.197601 
18.1239 12.4131 5671.9 0.185249 
18.9056 12.0058 9845.02 0.163867 
19.5406 11.4002 4178.77 0.87217 
26.4569 10.6274 3.87913 3.97612 
30.8789 11.4191 0 3.98113 
37.7226 13.2588 394.477 1.2242 
38.4048 14.3584 524.453 0.910077 
39.0213 15.1112 1145.01 1.44647 
38.9702 15.8432 723.239 1.08166 
39.578 18.8256 18.0054 1.0916 
15.32 12.8478 496.205 0.794577 
15.9277 12.2955 1699.98 0.529055 
16.4464 11.8123 2772.32 0.31805 
16.5367 12.5827 2673.96 0.334885 
16.9987 12.1154 4038.88 0.247841 
17.5453 12.3414 5434.26 0.210214 
17.3214 13.4683 3029.13 0.313193 
17.7675 12.9557 4385.08 0.170678 
18.369 13.0632 5282.6 0.203404 
18.6752 12.5608 7044.62 0.23853 
19.4007 11.9692 12304 0.38675 
24.7907 12.092 3.70265 4.08451 
38.3013 12.5867 2714.92 2.48831 
39.6442 17.1401 546.267 1.43884 
39.642 16.2933 644.16 1.60743 
16.1331 13.8384 722.317 0.258875 
16.6618 13.3126 2202.89 0.120707 
16.8673 14.011 1669.56 0.209104 
17.82 14.7957 2009.8 0.0601568 
17.1399 12.8234 3696.86 0.262728 
17.1273 14.7336 1328.18 0.2634 
17.5563 14.1376 2472.75 0.124154 
18.2165 14.2032 3122.68 0.104091 
17.9586 13.5828 3897.72 0.101943 
18.5838 13.6357 4748.09 0.0366104 
19.0122 13.1151 4806.98 0.162821 
19.2316 12.5336 7603.7 0.231821 
19.6206 13.2193 4875.33 0.110538 
19.8455 12.0905 7055.63 0.309607 
31.4112 12.4946 0 4.00461 
16.0122 13.0628 1416.46 0.18866 
16.3996 14.6129 570.505 0.298092 
17.4455 15.4367 618.521 0.137349 
18.2079 15.5303 831.975 0.0966559 
18.4921 14.8478 2424.73 0.156155 
18.781 16.1395 503.427 0.249936 
18.9624 15.4366 1747.16 0.012599 
19.5543 15.8943 599.046 0.0953729 
18.8655 14.2436 3928.87 0.0508005 
19.1452 14.7935 3806.21 0.106821 
19.6644 15.1596 1486.27 0.116922 
19.1792 13.7294 5424.75 0.107174 
19.6513 14.3976 2202.62 0.15253 
19.7479 13.7892 4093.62 0.0670209 
19.7636 12.6735 5387.81 0.180775 
ITEM: TIMESTEP
95000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
16.3291 5.11976 428.841 0.105025 
17.1327 5.14075 989.367 0.315201 
17.658 4.58544 708.676 0.169771 
17.833 5.34707 1822 0.218059 
18.2581 4.04924 471.752 0.219164 
18.3652 4.83916 1491.98 0.316115 
18.9526 4.35157 1128.43 0.207731 
19.62 4.67336 1096.18 0.284601 
19.5394 3.87709 349.299 0.079811 
19.0287 5.09179 2167.95 0.258935 
19.0943 5.77196 3458.58 0.188606 
19.6579 5.37156 1998.83 0.273497 
19.6934 6.02065 2970.39 0.113464 
19.1703 6.41118 5048.81 0.170133 
19.7386 6.64724 3917.68 0.160843 
15.3712 7.85074 789.312 0.543277 
15.914 7.42952 1693.75 0.407981 
16.6896 5.75046 1698.76 0.339976 
17.3566 5.89046 2328.37 0.244481 
16.8586 6.4329 2282.56 0.0849916 
17.493 6.58823 3068.89 0.241556 
17.9762 6.06775 3068.8 0.292363 
18.4767 5.556 2578.32 0.290212 
17.6678 7.24493 3643.97 0.278249 
18.1034 6.74475 4028.15 0.326641 
18.5781 6.24116 3916.88 0.229435 
18.695 6.87874 5169.12 0.244096 
19.2775 7.01804 6863.22 0.203188 
19.784 7.29628 4690.58 0.271901 
31.1186 7.49039 0 3.99159 
16.135 8.16543 1967.21 0.394509 
15.5678 6.71861 476.021 0.734346 
16.5733 7.66992 2573.18 0.241051 
16.1243 6.20765 948.235 0.541149 
16.3583 6.91514 1882.89 0.0581391 
17.1882 7.79383 3518.75 0.0405012 
17.0141 7.13077 2592.92 0.0759899 
17.8068 7.84931 5230.52 0.159941 
18.3615 8.00209 5837.99 0.0851942 
18.3063 7.38692 4407.27 0.1983 
18.9271 7.47824 6170.58 0.15524 
19.4681 7.73012 7256.16 0.329305 
19.8881 8.20126 4992.75 1.06448 
38.0578 7.10901 627.231 0.810092 
39.0713 5.43075 1673.92 1.08032 
15.4604 8.59688 758.935 0.500175 
16.7117 9.16863 2803.65 0.534947 
16.1557 8.81646 2327.5 0.358463 
16.8185 8.45763 2003.48 0.462591 
17.49 8.36906 4479.82 0.335248 
18.0776 8.59495 3984.77 0.289819 
18.7024 8.5611 7043.7 0.351232 
18.9238 8.05779 8580.69 0.264484 
19.4104 8.29543 11499.9 0.475376 
25.0713 8.83852 14.6128 4.07056 
33.5281 8.02892 3.86849 4.02603 
38.4889 5.83793 769.84 1.13741 
38.9427 7.61352 1050.07 1.48895 
39.0229 4.69857 976.278 1.12438 
39.6078 2.74826 226.088 0.969834 
15.2723 9.39464 401.567 0.340755 
17.3268 8.94345 4199.81 0.429732 
17.2639 9.57487 3838.43 0.732578 
17.8867 9.20594 4105.06 0.450642 
18.5402 9.08573 6008.8 0.439499 
19.2703 8.78117 7084.41 0.810952 
23.0616 7.47783 0 3.79985 
29.5966 8.20689 0 4.00099 
32.8947 8.93811 3.86849 3.99007 
38.1795 7.94626 519.635 0.807753 
38.6809 6.85361 1342.54 0.67496 
39.2501 8.9438 3288.72 0.709488 
39.5948 8.09511 2719.16 0.662823 
39.6403 4.36184 917.406 0.971906 
39.6467 3.52607 632.385 1.00341 
16.0299 9.48746 1702.09 0.10932 
16.6787 9.85081 2773.96 0.516687 
18.3622 9.61578 6449.3 0.51525 
19.0128 9.5222 7691.72 0.758647 
19.4756 9.28498 5098.35 1.02185 
26.3379 9.22639 0 4.08704 
30.574 9.25029 3.21735 3.98427 
32.1746 10.9918 0 4.00948 
37.3476 8.1343 86.8199 0.59204 
38.7219 9.32081 1962.16 0.645194 
38.9397 8.35153 1844.99 1.0262 
39.1353 9.89407 2728.71 0.214705 
39.0353 3.87777 655.953 0.890697 
39.5978 1.8781 59.3919 1.17158 
39.6567 5.82193 1958.46 1.54138 
17.2806 10.235 3673.88 0.254191 
17.813 9.87953 4657.03 0.545413 
18.9336 10.0226 8030.2 0.772954 
21.1327 8.67984 0 3.68225 
24.0109 8.94112 6.34894 4.05754 
27.6206 8.14348 0 3.98129 
31.3913 10.0218 3.21735 4.04597 
37.5488 9.85164 1309.92 1.3294 
38.3457 8.68479 1253.67 1.41048 
38.462 11.2743 1458.28 1.36896 
39.0707 10.6486 1964.5 0.960882 
39.657 12.8388 2372.13 1.03563 
39.35 7.00628 2977.66 1.69166 
39.7123 7.47046 2339.85 1.49607 
39.6676 5.09738 1267.02 1.2608 
16.0515 10.1626 2275.75 0.42365 
18.3716 10.1921 6826.23 0.589468 
19.2077 10.4648 6556.08 0.538972 
21.7743 9.76679 0 4.28538 
25.027 9.88002 12.8916 4.02017 
29.3387 9.56312 0 4.02799 
37.3811 9.14484 1160.89 3.25409 
37.9847 9.3333 1947.02 1.47192 
38.51 10.0065 1689.83 0.566897 
38.4932 13.461 919.433 0.56753 
39.1441 11.2604 3287.8 0.600614 
39.0843 6.2049 2062.62 1.12984 
39.7186 10.1136 2268.43 0.619478 
39.6924 9.45743 1673.86 0.686425 
39.6756 6.45712 2375.59 1.09289 
16.6541 10.5182 2693.64 0.318896 
17.8664 10.5414 4268.18 0.408614 
18.5184 10.7257 5506.26 0.61116 
20.6298 10.0671 42.9055 3.03425 
25.4707 10.8785 4.62776 4.16752 
28.1747 9.65758 0 3.97435 
34.2335 9.52015 0 3.99997 
37.1778 10.4313 746.657 2.1332 
37.2778 11.6535 632.422 0.688043 
38.544 12.0008 2536.14 0.929842 
39.0678 14.4745 1906.35 1.28777 
39.7606 8.65946 2970.91 0.642035 
39.2216 11.9507 3083.89 0.72378 
39.6664 14.8639 1238.71 1.03716 
39.7025 13.47 1939.58 0.820121 
15.3678 10.2264 669.74 0.4662 
15.9357 10.8373 1656.8 0.46903 
17.258 10.8666 3595.86 0.168147 
19.0947 10.9612 7386.27 0.412884 
23.3944 9.93935 0 3.71957 
27.5937 11.2227 3.66249 4.02339 
34.1195 11.1582 4.4209 3.98329 
35.1904 10.3612 0 4.00068 
37.7549 12.5391 961.469 1.18263 
38.1552 10.6153 1422.7 1.56221 
39.0158 12.7359 2164.47 1.53616 
39.7406 10.7758 1617.01 0.0846516 
39.6895 14.151 1569.32 0.928275 
39.747 12.2091 2588.75 0.91084 
39.7011 11.4929 2422.85 0.541208 
15.14 11.1931 365.11 0.541956 
16.5616 11.1631 2481.28 0.111331 
17.8236 11.1546 4592.13 0.237576 
18.4071 11.2928 6393.66 0.298678 
19.9476 10.6523 458.522 4.12928 
18.9562 11.4834 8405.46 0.17939 
24.0423 11.5208 3.44651 3.93625 
30.2169 10.6058 0 3.99295 
34.8881 11.9402 4.4209 4.02525 
37.6331 11.0068 1328.08 1.15606 
37.9678 11.8233 2091.26 0.56909 
38.9716 16.7183 420.058 0.888941 
39.0978 13.7458 1822.05 0.957188 
39.6519 15.6141 871.286 1.28363 
39.5936 17.9251 322.935 1.56661 
15.2555 12.0112 789.472 0.244728 
15.8362 11.5104 1727.45 0.367764 
17.1734 11.4939 3248.56 0.220438 
17.7633 11.76 4426.84 0.214782 
18.3662 11.8561 6722.1 0.16166 
18.119 12.4042 5785.57 0.239774 
18.8996 12.0006 11341 0.19975 
19.6139 11.3494 2351.29 2.73798 
26.6557 10.624 3.66249 3.97641 
31.078 11.4193 0 3.98293 
37.7098 13.3175 323.601 1.19052 
38.3948 14.4007 576.689 0.833016 
39.0205 15.1829 1214.38 1.41511 
38.9594 15.8989 748.09 1.19674 
39.5817 18.8779 23.1461 1.00757 
15.3228 12.8091 598.29 0.745752 
15.9034 12.2944 1681.07 0.416243 
16.4353 11.8073 2706.4 0.177566 
16.5301 12.5678 2579.25 0.330839 
16.994 12.1023 3984.42 0.308092 
17.5433 12.332 5356.78 0.180271 
17.3195 13.4566 3027.56 0.152442 
17.7582 12.9513 4350.87 0.233858 
18.361 13.057 5101.6 0.186258 
18.667 12.5517 7099.99 0.235583 
19.3818 11.9585 11911.5 0.330556 
24.9942 12.1072 3.44651 4.07734 
38.4176 12.6722 2377.5 2.9469 
39.617 17.1992 518.576 1.173 
39.6553 16.3708 580.886 1.53274 
16.1299 13.8255 763.506 0.269006 
16.6569 13.3095 2180.54 0.117475 
16.8598 14.0048 1654.72 0.180999 
17.8201 14.7936 1962.38 0.0344005 
17.1316 12.8133 3635.23 0.289076 
17.1145 14.7272 1237.66 0.295421 
17.5504 14.13 2395.63 0.255234 
18.2129 14.2038 3101.68 0.0426312 
17.9569 13.579 3853.41 0.0929085 
18.5826 13.6368 4591.13 0.047172 
19.0095 13.1063 4686.95 0.202066 
19.2242 12.5258 7607.92 0.194762 
19.6171 13.2133 4767.8 0.159245 
19.8352 12.0823 6583.88 0.226899 
31.6114 12.4955 0 4.00416 
16.0066 13.0571 1396.63 0.135546 
16.3868 14.6036 567.216 0.334915 
17.4396 15.4392 558.05 0.115889 
18.2128 15.5299 835.461 0.106351 
18.4849 14.8457 2438.22 0.124901 
18.7715 16.1465 469.593 0.216326 
18.961 15.4366 1711.63 0.0445898 
19.551 15.8928 612.081 0.0610434 
18.863 14.2429 3895.52 0.054331 
19.1437 14.7909 3786.89 0.00433582 
19.6655 15.1647 1441.39 0.0957521 
19.18 13.7255 5335.64 0.0853362 
19.6433 14.4017 2222.83 0.17917 
19.7469 13.7886 3969.66 0.027428 
19.7585 12.6657 5307.49 0.170831 
ITEM: TIMESTEP
95500
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
16.3345 5.11773 432.652 0.12624 
17.1332 5.1569 998.962 0.33266 
17.653 4.59324 689.312 0.20615 
17.8366 5.35797 1856.84 0.247595 
18.2488 4.0543 443.51 0.217211 
18.3606 4.85439 1485.98 0.317103 
18.9475 4.3631 1071.63 0.300396 
19.6217 4.68724 1070.62 0.27274 
19.5389 3.88473 325.883 0.227149 
19.0271 5.10441 2152.52 0.24641 
19.0935 5.78045 3481.3 0.156334 
19.658 5.38337 2048.46 0.192548 
19.6931 6.02731 2960.47 0.171425 
19.1663 6.41743 4905.96 0.141883 
19.7398 6.65706 3772.02 0.240267 
15.3779 7.87716 739.301 0.540257 
15.9298 7.44197 1715.35 0.383356 
16.6751 5.75986 1646.28 0.354523 
17.3469 5.89767 2276.66 0.232026 
16.8584 6.43719 2338.15 0.100762 
17.4892 6.59992 3144.71 0.234846 
17.9697 6.08038 3045.46 0.281463 
18.4722 5.5711 2634.3 0.335168 
17.6617 7.25332 3725.14 0.15786 
18.0993 6.75889 4017.56 0.251888 
18.5717 6.24861 3887.22 0.169887 
18.6946 6.88922 5120.13 0.166898 
19.2774 7.02866 6651.07 0.246288 
19.7931 7.30907 4660.2 0.37978 
31.3182 7.48968 0 3.99239 
16.1522 8.16209 2011.07 0.31548 
15.5495 6.75053 442.397 0.741232 
16.5828 7.66875 2764.72 0.157287 
16.1059 6.22413 896.494 0.445108 
16.3577 6.91643 1908.33 0.0508978 
17.1882 7.79458 3507.08 0.0975604 
17.0163 7.12688 2707.62 0.137663 
17.8129 7.85435 5292.08 0.177885 
18.3672 8.00881 5718.57 0.306888 
18.306 7.39454 4444.37 0.119879 
18.9278 7.48771 6066.84 0.262325 
19.4844 7.74116 6682.5 0.513821 
19.993 8.20571 2260.13 4.26056 
38.0538 7.07449 632.231 0.592653 
39.0875 5.38073 1679.58 1.02933 
15.4817 8.61285 797.646 0.566934 
16.7348 9.15707 2838.53 0.496062 
16.1733 8.81565 2352.85 0.35398 
16.8376 8.45881 2068.02 0.357477 
17.507 8.37184 4573.48 0.33943 
18.087 8.60276 3951.36 0.246302 
18.72 8.5669 6733.4 0.453166 
18.9351 8.06348 8109.35 0.347426 
19.4374 8.31341 8364.64 0.955794 
25.2746 8.83261 13.2337 4.06807 
33.7293 8.02723 3.7108 4.02488 
38.4913 5.78438 608.179 1.00844 
38.9994 7.57206 1357.98 1.26608 
39.0263 4.64376 963.761 1.0692 
39.6065 2.69953 224.002 0.981914 
15.2701 9.40907 409.729 0.2674 
17.3459 8.94627 4291.62 0.369502 
17.303 9.57084 3850.69 0.798883 
17.9103 9.21416 4080.91 0.557086 
18.5625 9.0932 5649.87 0.533569 
19.3015 8.81036 6356.81 1.05673 
23.2502 7.45226 0 3.81545 
29.7966 8.20656 0 4.0009 
33.0942 8.93956 3.7108 3.98969 
38.2229 7.92792 652.707 1.08995 
38.6714 6.8182 1620.24 0.840807 
39.2295 8.92797 3543.66 0.63808 
39.5875 8.04757 2674.48 1.20625 
39.6425 4.3087 960.179 1.16407 
39.643 3.47578 628.217 1.01284 
16.0364 9.48242 1692.95 0.222484 
16.6959 9.83277 2667.1 0.496841 
18.3843 9.63183 6126.91 0.589844 
19.0483 9.54462 7331.81 0.847633 
19.526 9.31152 4642.02 1.25918 
26.542 9.22781 0 4.07875 
30.7732 9.24805 3.03998 3.98438 
32.3751 10.9919 0 4.00858 
37.3821 8.12437 86.5149 0.847111 
38.7098 9.29638 2471.54 0.42294 
38.9885 8.33068 2065.66 1.06988 
39.1477 9.8858 3140.64 0.377126 
39.0332 3.83526 667.655 0.816909 
39.5962 1.82125 54.1556 1.10382 
39.6655 5.73672 1786.35 1.78689 
17.2897 10.233 3536.16 0.153333 
17.8351 9.89358 4739.65 0.504684 
18.97 10.04 8459.04 0.814029 
21.3097 8.62804 0 3.69718 
24.2133 8.93001 6.30714 4.04745 
27.8197 8.14153 0 3.98305 
31.5935 10.0235 3.03998 4.04296 
37.6155 9.8829 1254.91 1.62149 
38.3297 8.62117 1181.29 1.18669 
38.5279 11.277 1663.18 1.20103 
39.0967 10.5963 2110.08 1.35356 
39.6497 12.8864 3334.31 1.1127 
39.3015 6.9253 2968.48 1.97554 
39.6799 7.41749 2188.36 1.0393 
39.6854 5.0354 1324.81 1.31929 
16.0739 10.1504 2385.85 0.590057 
18.3906 10.2085 6587.23 0.434732 
19.2393 10.4656 6200.57 0.816168 
21.9875 9.75401 0 4.25754 
25.2277 9.88931 11.9128 4.0165 
29.5401 9.56281 0 4.02533 
37.5143 9.09879 1224.04 2.43315 
38.0837 9.32732 2591.4 2.37941 
38.5256 10.0001 1943.61 0.151091 
38.5109 13.4798 984.708 0.495096 
39.1623 11.2505 3047.2 0.33774 
39.1141 6.17029 1927.55 0.747278 
39.7002 10.1002 2445.27 0.209273 
39.6855 9.41654 1580.11 0.92757 
39.7037 6.41741 2003.23 0.952714 
16.6624 10.5046 2656.5 0.332747 
17.8841 10.5477 4334.54 0.321575 
18.5364 10.7458 5718.16 0.382735 
20.7811 10.0341 91.9432 3.16311 
25.6787 10.8774 4.98616 4.15279 
28.3734 9.657 0 3.97679 
34.4335 9.52011 0 3.99998 
37.2767 10.429 1030.63 1.81533 
37.2672 11.6879 617.336 0.748386 
38.5365 12.0265 2209.93 0.746086 
39.0588 14.5325 1791.72 1.07353 
39.7436 8.64202 2664.7 0.441282 
39.1862 11.9806 2885 1.21384 
39.6459 14.9118 1293.52 1.04909 
39.6957 13.5131 2120.65 0.937916 
15.3814 10.2132 676.642 0.299661 
15.939 10.8134 1608.34 0.473419 
17.2594 10.8693 3549.25 0.057607 
19.1126 10.9826 6867.53 0.642481 
23.581 9.94123 0 3.74624 
27.7948 11.2247 3.46749 4.02299 
34.3186 11.1573 4.26713 3.983 
35.3905 10.3612 0 4.00061 
37.7589 12.5941 484.221 1.02061 
38.2422 10.6092 1303.13 1.85576 
39.0906 12.799 3404.75 2.10198 
39.7152 10.7794 1799.75 0.867232 
39.6868 14.1996 1554.06 1.02957 
39.7123 12.2399 2500.92 0.900327 
39.719 11.5203 1944.85 0.736555 
15.1572 11.1678 390.428 0.677886 
16.5728 11.1609 2325.93 0.336876 
17.8347 11.1511 4662.68 0.221197 
18.418 11.2919 6639.76 0.218351 
20.1322 10.5542 247.416 4.19414 
18.9661 11.4806 8435.4 0.389641 
24.2387 11.5347 3.22167 3.93958 
30.4166 10.6066 0 3.99361 
35.0894 11.9416 4.26713 4.02474 
37.679 11.0488 1000.12 1.33601 
37.959 11.7924 1766.38 0.823312 
38.9667 16.7623 480.214 0.892197 
39.1148 13.7904 1922.49 0.950632 
39.6463 15.6757 828.114 1.1942 
39.6004 18.0052 240.971 1.62918 
15.2429 12.0031 793.578 0.36224 
15.8353 11.4957 1645.44 0.228501 
17.1829 11.488 3360.76 0.224521 
17.7716 11.755 4478.36 0.164087 
18.3686 11.8621 6901.17 0.0386967 
18.1098 12.3982 5880.54 0.166114 
18.8937 12.0024 11194.2 0.0575073 
19.7627 11.2834 894.401 3.60555 
26.8545 10.6209 3.46749 3.9768 
31.2772 11.4195 0 3.98455 
37.7103 13.3772 289.218 1.21105 
38.3788 14.4373 510.7 0.766337 
39.0185 15.2518 1231.89 1.33304 
38.9547 15.9622 783.059 1.34459 
39.5886 18.926 33.3585 0.939633 
15.3254 12.7748 705.025 0.615653 
15.8881 12.2909 1736.36 0.222356 
16.4277 11.8087 2705.24 0.154912 
16.5178 12.5557 2558.68 0.361587 
16.9871 12.0889 3972.45 0.274766 
17.5368 12.3248 5293.88 0.260746 
17.3159 13.4534 3041.82 0.101347 
17.7482 12.9439 4247.11 0.25638 
18.3542 13.0542 4971.12 0.107197 
18.6599 12.5469 6985.98 0.0823156 
19.381 11.9515 11380.3 0.217321 
25.1974 12.121 3.22167 4.07089 
38.5049 12.7516 2194.67 1.75043 
39.5917 17.246 479.473 0.970089 
39.6586 16.4447 585.946 1.42428 
16.1246 13.8133 789.635 0.265762 
16.6534 13.304 2205.54 0.15264 
16.8551 13.9975 1695.53 0.171526 
17.8189 14.7921 1889.7 0.0810243 
17.1175 12.8058 3534.67 0.339178 
17.103 14.719 1172.36 0.262483 
17.5402 14.1203 2373.54 0.285493 
18.211 14.203 3047.12 0.0593425 
17.9517 13.5774 3792.09 0.118203 
18.5805 13.6374 4534.53 0.0835443 
19.0025 13.0989 4576.15 0.196115 
19.2261 12.5214 7502.79 0.170975 
19.6172 13.207 4587.67 0.0789576 
19.8317 12.0745 6659.4 0.204376 
31.8116 12.4962 0 4.00376 
16.0017 13.054 1392.07 0.100523 
16.3737 14.5918 559.378 0.369516 
17.4348 15.44 514.901 0.0788973 
18.217 15.5262 859.446 0.118656 
18.4814 14.8454 2445.15 0.0105862 
18.7629 16.1507 443.28 0.167235 
18.9582 15.436 1718.97 0.0659721 
19.5502 15.89 614.73 0.0631541 
18.861 14.2422 3826 0.0220489 
19.1436 14.794 3756.93 0.123566 
19.6682 15.1672 1434.69 0.0516098 
19.1765 13.7211 5173.28 0.12676 
19.6393 14.4061 2202.17 0.0486326 
19.7487 13.7886 3723.24 0.0227191 
19.7573 12.6593 5368.18 0.105743 
ITEM: TIMESTEP
96000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
16.3413 5.11613 436.457 0.15267 
17.1366 5.17353 1037.01 0.344989 
17.6492 4.60412 676.917 0.256406 
17.8352 5.37161 1879.19 0.306826 
18.2426 4.06442 425.652 0.26897 
18.3596 4.87 1485.18 0.310932 
18.9443 4.38003 1073.81 0.385473 
19.6203 4.70022 1097.51 0.249265 
19.538 3.89969 321.909 0.370348 
19.0245 5.11584 2192.63 0.223126 
19.0911 5.78745 3494.58 0.141953 
19.6572 5.39111 2039.6 0.13121 
19.6932 6.03857 2870.19 0.276828 
19.1629 6.42411 4763.12 0.181504 
19.7406 6.67173 3714.82 0.368164 
15.3826 7.90275 701.479 0.495624 
15.9406 7.45508 1768.27 0.294348 
16.6595 5.76921 1607.87 0.367441 
17.3381 5.90391 2252.8 0.200716 
16.8536 6.4411 2375.06 0.147567 
17.4865 6.60893 3224.41 0.12673 
17.9626 6.09264 3038.1 0.284822 
18.4701 5.58792 2695.3 0.333261 
17.6566 7.25612 3783.69 0.0764868 
18.0978 6.76845 4026.23 0.136704 
18.5679 6.25595 3907.61 0.17461 
18.6965 6.89603 4906.74 0.15749 
19.286 7.04294 6350.39 0.452049 
19.8129 7.32888 4467.99 0.705899 
31.5178 7.48904 0 3.99311 
16.1639 8.1559 2032.91 0.206841 
15.5373 6.78569 419.654 0.74837 
16.5884 7.66187 2836.32 0.226975 
16.091 6.23747 860.498 0.358705 
16.361 6.91941 1930 0.124514 
17.1951 7.8011 3512.26 0.26146 
17.0232 7.12404 2830.33 0.144457 
17.8199 7.86182 5243.38 0.244039 
18.3819 8.02193 5374.75 0.434528 
18.3032 7.40001 4234.65 0.136209 
18.9385 7.50196 5701 0.506573 
19.5133 7.76422 5982.21 0.918275 
20.1857 8.60314 395.507 9.79466 
38.0424 7.05174 562.911 0.442773 
39.0942 5.33042 1617.8 1.00913 
15.5039 8.6328 838.103 0.624631 
16.7582 9.15312 2864.58 0.458226 
16.192 8.81641 2363.77 0.405921 
16.8519 8.44594 2046.92 0.432135 
17.5216 8.37175 4695.97 0.24969 
18.103 8.60675 3764.2 0.433681 
18.7477 8.5764 6176.36 0.78541 
18.9584 8.07541 7327.47 0.741135 
19.5037 8.3432 5851.99 1.61641 
25.4779 8.82703 12.1167 4.06574 
33.9306 8.02561 3.56423 4.02378 
38.4886 5.7372 532.975 0.884008 
39.0402 7.54015 1633.94 0.793286 
39.0236 4.59193 911.756 1.01048 
39.603 2.65012 223.953 1.00005 
15.2771 9.4206 439.484 0.297498 
17.3654 8.94813 4246.07 0.429461 
17.3393 9.56606 3930.96 0.639422 
17.9379 9.22703 3945.68 0.651776 
18.5915 9.10868 5356.52 0.797066 
19.3683 8.84714 6324.2 1.63704 
23.44 7.42912 0 3.83021 
29.9967 8.20626 0 4.00081 
33.2937 8.94096 3.56423 3.98941 
38.2765 7.89435 780.346 1.45602 
38.6611 6.77061 1780.79 1.12023 
39.1941 8.9381 3988.41 0.654412 
39.5954 7.98628 2549.42 1.23163 
39.6521 4.24655 934.937 1.34218 
39.6407 3.42505 613.647 1.0181 
16.0463 9.47281 1720.71 0.323089 
16.715 9.81532 2660.81 0.542642 
18.4133 9.64802 6092.86 0.764058 
19.0904 9.55232 6438.32 0.981651 
19.5965 9.32377 4612.27 1.57037 
26.7457 9.22909 0 4.07125 
30.9724 9.24596 2.88173 3.98457 
32.5755 10.992 0 4.00776 
37.4297 8.11529 98.4348 1.08882 
38.7339 9.28877 4433.81 0.998097 
39.0224 8.29265 1971.16 0.972485 
39.1484 9.86057 3217.91 0.782938 
39.0289 3.79583 661.431 0.775286 
39.5953 1.7677 51.6817 1.03923 
39.6821 5.65518 1531.19 1.47053 
17.2954 10.2268 3543.54 0.205962 
17.8554 9.90752 4740.54 0.488722 
19.0095 10.0548 7701.9 0.959513 
21.489 8.58117 0 3.71363 
24.4152 8.91998 6.23674 4.03847 
28.0188 8.13977 0 3.98465 
31.7956 10.025 2.88173 4.04016 
37.7045 9.89606 1101.22 1.99699 
38.3228 8.57153 1120.54 0.801619 
38.5746 11.2797 1842.14 0.628646 
39.0999 10.5276 2294.75 1.35097 
39.713 12.9411 3294.69 2.28596 
39.27 6.83999 2962.41 1.60729 
39.6738 7.36392 2167.15 1.29062 
39.6919 4.96737 1368.25 1.43739 
16.1031 10.1379 2402.2 0.658335 
18.4151 10.2135 6681.06 0.628449 
19.2872 10.4866 6275.52 1.15851 
22.1994 9.74244 0 4.23246 
25.4283 9.89778 11.2012 4.0131 
29.7413 9.56253 0 4.02292 
37.6023 9.0318 799.313 2.07834 
38.1891 9.32923 3461.7 1.43772 
38.524 9.99222 2320.04 0.284795 
38.5275 13.5003 1111.77 0.587332 
39.1846 11.2451 3097.35 0.620481 
39.1215 6.13501 1676.98 0.771617 
39.7083 10.0969 2048.54 0.406634 
39.6737 9.374 1643.56 0.766584 
39.7369 6.39208 1577.83 0.638403 
16.6783 10.497 2735.45 0.376247 
17.8946 10.5531 4275.74 0.151329 
